Loyalty#,First Name,Last Name,Customer Name,Country,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Year,Month,YearMonthDate,NumFlights,NumFlightsWithCompanions,DistanceKM,PointsAccumulated,PointsRedeemed,DollarCostPointsRedeemed
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2020,8,2020-08-01,0,0,0.0,0,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2020,7,2020-07-01,8,0,34344.0,3434,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2020,7,2020-07-01,13,4,8870.0,887,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2020,6,2020-06-01,18,0,37617.0,3761,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,1,2019-01-01,0,0,0.0,0,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,1,2019-01-01,0,0,0.0,0,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,2,2019-02-01,0,0,0.0,0,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,2,2019-02-01,3,2,20682.0,2068,2889,28.8
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,3,2019-03-01,4,0,1997.1,199,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,3,2019-03-01,2,2,23763.6,2376,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,4,2019-04-01,3,0,20027.7,2002,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,4,2019-04-01,4,0,13735.8,1373,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,5,2019-05-01,8,2,18657.0,1865,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,5,2019-05-01,9,0,15378.3,1537,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,6,2019-06-01,16,0,19292.4,1929,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,6,2019-06-01,16,0,33855.3,3385,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,7,2019-07-01,7,0,30909.6,3090,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,7,2019-07-01,11,3,7983.0,798,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,8,2019-08-01,10,0,11019.6,1101,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,8,2019-08-01,0,0,0.0,0,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,9,2019-09-01,13,1,8344.8,834,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,9,2019-09-01,5,5,12900.6,1290,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,10,2019-10-01,7,0,23101.2,2310,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,10,2019-10-01,1,1,3379.5,337,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,11,2019-11-01,3,3,6138.9,613,3174,31.5
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,11,2019-11-01,6,0,11735.1,1173,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,12,2019-12-01,9,1,20769.3,2076,0,0.0
193662,Leatrice,Hanlin,Leatrice Hanlin,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,male,Bachelor,Rural,26262.0,Married,Star,2015-05-07,,3844.57,Standard,2019,12,2019-12-01,11,0,25829.1,2582,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2020,5,2020-05-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2020,5,2020-05-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2020,4,2020-04-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2020,4,2020-04-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2020,3,2020-03-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2020,3,2020-03-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2020,2,2020-02-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2020,2,2020-02-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2020,1,2020-01-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2020,1,2020-01-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,10,2021-10-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,11,2021-11-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,10,2021-10-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,6,2021-06-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,6,2021-06-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,11,2021-11-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,5,2021-05-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,5,2021-05-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,12,2021-12-01,11,7,17129.0,1712,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,12,2021-12-01,9,0,13825.0,1382,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,9,2021-09-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,9,2021-09-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,8,2021-08-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,7,2021-07-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,8,2021-08-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,7,2021-07-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,4,2021-04-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,4,2021-04-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,3,2021-03-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,3,2021-03-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,2,2021-02-01,0,0,0.0,0,0,0.0
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,2021,2,2021-02-01,0,0,0.0,0,0,0.0
