Loyalty#,First Name,Last Name,Customer Name,Country,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,ValidPostalCode,FullName
387705,Paulene,Saluan,Paulene Saluan,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Female,Master,Suburban,17220.0,Married,Star,2016-04-30,,3985.32,Standard,True,Paulene Saluan
923293,Lauretta,Craze,Lauretta Craze,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,Male,Bachelor,Suburban,75007.0,Divorced,Star,2019-06-12,,3985.55,Standard,True,Lauretta Craze
283314,Vi,Scialdone,Vi Scialdone,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Female,Bachelor,Suburban,54964.0,Married,Star,2016-04-17,2018-02-03,3991.73,Standard,True,Vi Scialdone
322102,Hermelinda,Hilst,Hermelinda Hilst,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Male,College,Suburban,0.0,Married,Star,2016-08-19,2017-04-19,3992.58,Standard,True,Hermelinda Hilst
789157,Lenora,Millhiser,Lenora Millhiser,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Female,College,Rural,0.0,Single,Star,2021-09-25,,3995.36,Standard,True,Lenora Millhiser
654748,Lona,Hyer,Lona Hyer,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Female,Bachelor,Rural,46210.0,Married,Star,2020-04-03,2020-12-03,3996.77,Standard,True,Lona Hyer
984713,Remedios,Swinea,Remedios Swinea,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Female,College,Suburban,0.0,Single,Star,2021-08-04,,3997.48,Standard,True,Remedios Swinea
114835,Willard,Powal,Willard Powal,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Female,Master,Suburban,19782.0,Divorced,Star,2020-07-03,,4001.52,Standard,True,Willard Powal
328936,Yvonne,Tear,Yvonne Tear,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Female,Bachelor,Suburban,28987.0,Married,Star,2018-03-21,,4005.72,Standard,True,Yvonne Tear
845864,Josue,Disalvi,Josue Disalvi,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Female,Doctor,Urban,15413.0,Married,Star,2016-04-24,,4013.85,Standard,True,Josue Disalvi
645265,Stella,Nageotte,Stella Nageotte,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Male,Bachelor,Suburban,56586.0,Married,Star,2016-03-05,,4013.95,Standard,True,Stella Nageotte
223587,Nelia,Gallipo,Nelia Gallipo,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Female,Bachelor,Rural,93284.0,Married,Star,2020-08-20,,4013.96,Standard,True,Nelia Gallipo
158560,Hulda,Kvam,Hulda Kvam,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Male,Bachelor,Suburban,37384.0,Married,Star,2018-12-11,,4014.45,Standard,True,Hulda Kvam
417584,Lucina,Moncion,Lucina Moncion,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Male,Bachelor,Suburban,37384.0,Married,Star,2017-05-17,,4014.45,Standard,True,Lucina Moncion
566033,Cruz,Arlt,Cruz Arlt,Canada,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,Male,College,Urban,0.0,Married,Star,2018-06-16,2019-07-23,4015.21,Standard,True,Cruz Arlt
957912,Lacy,Georgopoulos,Lacy Georgopoulos,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Female,Bachelor,Urban,80055.0,Married,Star,2021-02-17,,4015.34,2021 Promotion,True,Lacy Georgopoulos
425854,Tobi,Sather,Tobi Sather,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Female,High School or Below,Rural,10074.0,Married,Star,2019-11-22,,4016.13,Standard,True,Tobi Sather
174896,Freeman,Decristoforo,Freeman Decristoforo,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,Female,College,Urban,0.0,Single,Star,2018-04-16,2018-12-16,4016.54,Standard,True,Freeman Decristoforo
695855,Mac,Dering,Mac Dering,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Female,College,Suburban,0.0,Divorced,Star,2016-04-07,,4019.38,Standard,True,Mac Dering
699511,Tiffany,Baradi,Tiffany Baradi,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Female,College,Rural,0.0,Divorced,Star,2017-07-06,,4019.38,Standard,True,Tiffany Baradi
377322,Lura,Blyden,Lura Blyden,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,Female,Bachelor,Urban,41833.0,Married,Star,2019-05-08,,4023.81,Standard,True,Lura Blyden
511053,Meghan,Douyon,Meghan Douyon,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Male,Bachelor,Suburban,41833.0,Married,Star,2018-03-13,,4023.81,Standard,True,Meghan Douyon
890753,Faustina,Sempek,Faustina Sempek,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Male,College,Urban,0.0,Married,Star,2020-09-02,,4025.1,Standard,True,Faustina Sempek
796670,Maryetta,Castera,Maryetta Castera,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Female,Bachelor,Suburban,21359.0,Married,Star,2017-02-12,,4035.68,Standard,True,Maryetta Castera
556136,Grisel,Kapps,Grisel Kapps,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Female,College,Rural,0.0,Married,Star,2020-01-25,,4035.77,Standard,True,Grisel Kapps
513081,Louis,Beaucage,Louis Beaucage,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,Female,Bachelor,Rural,90760.0,Married,Star,2018-11-05,,4037.5,Standard,True,Louis Beaucage
930718,Willena,Ledee,Willena Ledee,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Female,High School or Below,Suburban,21586.0,Married,Star,2018-07-14,,4037.55,Standard,True,Willena Ledee
235872,Ima,Ghiloni,Ima Ghiloni,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Female,Doctor,Urban,13330.0,Single,Star,2016-03-20,,4046.94,Standard,True,Ima Ghiloni
881142,Luanna,Hatlee,Luanna Hatlee,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Female,Doctor,Suburban,13330.0,Single,Star,2019-09-27,2020-05-27,4046.94,Standard,True,Luanna Hatlee
295147,Timothy,Loli,Timothy Loli,Canada,British Columbia,Kelowna,49.887951,-119.49601,V09 2E9,Male,Bachelor,Urban,92801.0,Married,Star,2020-05-21,,4048.16,Standard,False,Timothy Loli
306110,Janel,Ynocencio,Janel Ynocencio,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Male,Bachelor,Suburban,44661.0,Married,Star,2016-05-12,,4053.37,Standard,True,Janel Ynocencio
295217,Ruthanne,Cavicchi,Ruthanne Cavicchi,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Female,Doctor,Urban,11621.0,Divorced,Star,2019-06-06,,4059.57,Standard,True,Ruthanne Cavicchi
711363,Mariella,Corkron,Mariella Corkron,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Male,College,Suburban,0.0,Married,Star,2021-04-24,2021-12-24,4064.11,2021 Promotion,True,Mariella Corkron
591731,Mindy,Sadee,Mindy Sadee,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Male,Bachelor,Rural,26599.0,Married,Star,2016-09-25,,4064.18,Standard,True,Mindy Sadee
326905,Joel,Guyette,Joel Guyette,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Female,College,Urban,0.0,Married,Star,2020-02-07,,4068.09,Standard,True,Joel Guyette
375511,Brandon,Geissler,Brandon Geissler,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Female,Bachelor,Urban,37435.0,Single,Star,2017-07-06,,4070.05,Standard,True,Brandon Geissler
485283,Magali,Bilich,Magali Bilich,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Male,Bachelor,Suburban,96443.0,Single,Star,2020-09-05,,4072.85,Standard,True,Magali Bilich
760158,Claudette,Ganga,Claudette Ganga,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Female,Bachelor,Suburban,29549.0,Divorced,Star,2021-02-18,,4076.63,2021 Promotion,True,Claudette Ganga
797685,Malka,Policicchio,Malka Policicchio,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,Male,College,Suburban,0.0,Married,Star,2020-06-03,,4079.13,Standard,True,Malka Policicchio
216467,Misti,Hussein,Misti Hussein,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Male,Doctor,Suburban,13483.0,Married,Star,2017-07-13,,4083.56,Standard,True,Misti Hussein
958839,Carleen,Isaac,Carleen Isaac,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Male,Doctor,Rural,13483.0,Married,Star,2021-08-16,,4083.56,Standard,True,Carleen Isaac
539673,Song,Wiesen,Song Wiesen,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Female,Bachelor,Urban,24123.0,Married,Star,2018-02-20,2021-06-06,4087.51,Standard,True,Song Wiesen
746226,Theodora,Sampieri,Theodora Sampieri,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Female,Bachelor,Urban,43177.0,Married,Star,2021-01-17,,4089.04,Standard,True,Theodora Sampieri
484718,Rubi,Mccluney,Rubi Mccluney,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Male,Bachelor,Urban,60759.0,Single,Star,2015-06-24,,4089.46,Standard,True,Rubi Mccluney
